Temperature_root,Time_root,Re,Rct,Sense_current,Battery_current,Current_ratio,Battery_impedance
24,733516.871873368,0.0446687003661609,0.06945627304537,-1+1i,-1+1i,1+0i,-0.438926248303264+-0.107298295835479i
24,733516.871873368,0.0446687003661609,0.06945627304537,820.609497070312+-36.2345504760742i,337.091461181641+-82.9207763671875i,2.32041451786334+0.463304594816457i,0.130088406517765+-0.197114810296124i
24,733516.871873368,0.0446687003661609,0.06945627304537,827.2421875+-48.2312278747559i,330.631561279297+-70.0137176513672i,2.4241926475922+0.367464954695153i,0.0587705605041332+0.0333065658365563i
24,733516.871873368,0.0446687003661609,0.06945627304537,827.193481445312+-56.1957168579102i,330.808624267578+-61.7344245910645i,2.4470021712117+0.286777753648266i,0.00581351163667467+-0.0605465481419562i
24,733516.871873368,0.0446687003661609,0.06945627304537,824.929504394531+-53.2414779663086i,332.682678222656+-57.6290130615234i,2.43430497771164+0.261646070228248i,0.12608106668701+-0.0904439054467962i
24,733516.871873368,0.0446687003661609,0.06945627304537,824.959167480469+-62.8254089355469i,333.561004638672+-49.793083190918i,2.44678094132488+0.176901248063198i,0.221055192055612+-0.00412578101524049i
24,733516.871873368,0.0446687003661609,0.06945627304537,824.055908203125+-61.6699905395508i,335.273010253906+-50.344554901123i,2.4306787628714+0.181050809424989i,0.244873689849574+0.0977746089998678i
24,733516.871873368,0.0446687003661609,0.06945627304537,822.727294921875+-66.0350189208984i,334.791900634766+-44.2791366577148i,2.44082016924557+0.125577682226841i,0.235113691869626+0.16534777642566i
24,733516.871873368,0.0446687003661609,0.06945627304537,822.407409667969+-65.7992706298828i,338.487884521484+-44.1112976074219i,2.41398718374758+0.120195842490564i,0.223703483046314+0.19445631937777i
24,733516.871873368,0.0446687003661609,0.06945627304537,821.634643554688+-65.8227233886719i,337.377593994141+-43.3890686035156i,2.42041463198381+0.116180842549097i,0.221354008047284+0.193694360690012i
24,733516.871873368,0.0446687003661609,0.06945627304537,821.931762695312+-60.4999160766602i,337.549285888672+-36.7155876159668i,2.42579322681592+0.0846232205928572i,0.225886181316762+0.171662487405833i
24,733516.871873368,0.0446687003661609,0.06945627304537,819.417114257812+-59.5741500854492i,340.528991699219+-36.2461051940918i,2.3977621272788+0.0802733067569532i,0.230807853985629+0.13581757949466i
24,733516.871873368,0.0446687003661609,0.06945627304537,822.741027832031+-61.604175567627i,340.694091796875+-36.0449371337891i,2.40708383585672+0.0738463348128391i,0.230483069341587+0.0933529295073367i
24,733516.871873368,0.0446687003661609,0.06945627304537,817.812133789062+-60.6992874145508i,339.490600585938+-36.080207824707i,2.40082378754643+0.0763583255203047i,0.222433634113181+0.0509800495523686i
24,733516.871873368,0.0446687003661609,0.06945627304537,821.755432128906+-61.2819671630859i,339.871887207031+-37.1153297424316i,2.40880308172494+0.0827416287084388i,0.207466188286706+0.0138818669450697i
24,733516.871873368,0.0446687003661609,0.06945627304537,820.817138671875+-39.4747924804688i,340.472778320312+-28.2338390350342i,2.40389951340089+0.0834032006240859i,0.188467060149565+-0.0150950429457062i
24,733516.871873368,0.0446687003661609,0.06945627304537,820.935424804688+-40.6661911010742i,342.904724121094+-26.5294380187988i,2.38893864485219+0.0662312502881271i,0.168860296166185+-0.0354279644489273i
24,733516.871873368,0.0446687003661609,0.06945627304537,819.74072265625+-41.372932434082i,341.662078857422+-25.2768516540527i,2.39512275100679+0.0561028900264998i,0.151483626952876+-0.0482123960343155i
24,733516.871873368,0.0446687003661609,0.06945627304537,816.264099121094+-40.7410545349121i,345.366729736328+-28.3177757263184i,2.35729499587209+0.0753178990310547i,0.13813663408099+-0.0552308346009973i
24,733516.871873368,0.0446687003661609,0.06945627304537,817.065063476562+-42.8779983520508i,346.352355957031+-24.7781105041504i,2.3558566466314+0.0447396349515282i,0.12964609138325+-0.0581915894751497i
24,733516.871873368,0.0446687003661609,0.06945627304537,815.5166015625+-43.1815795898438i,346.900634765625+-26.9244956970215i,2.34639176127384+0.0576356261314105i,0.126148349227185+-0.0582955738232972i
24,733516.871873368,0.0446687003661609,0.06945627304537,814.273986816406+0.18182373046875i,351.743591308594+-8.1881685256958i,2.31369883760761+0.0543770524982385i,0.127351388471775+-0.0561053500674317i
24,733516.871873368,0.0446687003661609,0.06945627304537,815.498474121094+-0.901077270507812i,349.156219482422+-10.0782070159912i,2.33375647702978+0.0647819009595142i,0.13267514532229+-0.0516256885224152i
24,733516.871873368,0.0446687003661609,0.06945627304537,813.625061035156+-1.0828914642334i,351.558074951172+-11.1027946472168i,2.31213156892412+0.0699407360968552i,0.141284349872324+-0.0445149609348234i
24,733516.871873368,0.0446687003661609,0.06945627304537,815.66259765625+-2.74901008605957i,350.111175537109+-6.7407865524292i,2.3290123757675+0.0369892940352099i,0.152090370233176+-0.0343683466028032i
24,733516.871873368,0.0446687003661609,0.06945627304537,813.731201171875+-1.18900108337402i,351.135711669922+-8.22914218902588i,2.31623369184436+0.050896604121615i,0.163806077599483+-0.0210148759084792i
24,733516.871873368,0.0446687003661609,0.06945627304537,812.033325195312+-2.68430328369141i,352.148040771484+-9.08525371551514i,2.30460572348508+0.0518350872786596i,0.175099804688262+-0.00475734434514927i
24,733516.871873368,0.0446687003661609,0.06945627304537,808.710388183594+-14.2170257568359i,355.572235107422+-11.1686134338379i,2.27340421484152+0.0314246895408217i,0.184830003235432+0.0135159351868163i
24,733516.871873368,0.0446687003661609,0.06945627304537,808.472717285156+-13.4513988494873i,356.099182128906+-10.609188079834i,2.26946925127753+0.0298395161010774i,0.192282320631239+0.0323856875564196i
24,733516.871873368,0.0446687003661609,0.06945627304537,808.040954589844+-15.8205394744873i,354.789398193359+-10.6594181060791i,2.27680735924238+0.0238138517038507i,0.197308340005855+0.0501015544623122i
24,733516.871873368,0.0446687003661609,0.06945627304537,809.650695800781+-17.1626663208008i,355.290618896484+-8.06056213378906i,2.27876364986584+0.0033928553219527i,0.200294506295164+0.0648526180818236i
24,733516.871873368,0.0446687003661609,0.06945627304537,808.629333496094+-19.3680248260498i,356.760955810547+-6.11710453033447i,2.26685025278994+-0.0154205912544985i,0.20195543444055+0.0750191397396624i
24,733516.871873368,0.0446687003661609,0.06945627304537,808.721252441406+-36.9293365478516i,355.463531494141+-17.2731418609619i,2.27479426213943+0.0066490855943795i,0.203013689778832+0.0793494552725393i
24,733516.871873368,0.0446687003661609,0.06945627304537,808.906799316406+-39.8703155517578i,355.703948974609+-14.9642515182495i,2.27479075439931+-0.0163894007034319i,0.203869777832408+0.0770643733891006i
24,733516.871873368,0.0446687003661609,0.06945627304537,808.850463867188+-41.9666938781738i,354.346984863281+-12.212194442749i,2.28401972393679+-0.0397175692176805i,0.204374472921544+0.0679345584259388i
24,733516.871873368,0.0446687003661609,0.06945627304537,808.8798828125+-46.7954902648926i,354.115814208984+-7.19996547698975i,2.28596595086235+-0.0856686234272672i,0.203798691373177+0.0523715925508669i
24,733516.871873368,0.0446687003661609,0.06945627304537,809.507202148438+-55.9057960510254i,354.072448730469+1.91205167770386i,2.28535630765697+-0.170234977698351i,0.201057059741203+0.0315156385083703i
24,733516.871873368,0.0446687003661609,0.06945627304537,812.993713378906+-68.7858123779297i,350.840942382812+15.5261192321777i,2.30408270051372+-0.298024724243318i,0.195169844644784+0.0072241796760402i
24,733516.871873368,0.0446687003661609,0.06945627304537,823.529907226562+-83.8141632080078i,341.263763427734+32.1231727600098i,2.36906780312127+-0.468599818280187i,0.185840767555944+-0.0181672347102767i
24,733516.871873368,0.0446687003661609,0.06945627304537,836.811218261719+-99.0587005615234i,326.94140625+48.6465454101562i,2.45997012476598+-0.669012076054773i,0.17392879423884+-0.0423624714674691i
24,733516.871873368,0.0446687003661609,0.06945627304537,858.025207519531+-113.991912841797i,305.957824707031+64.2818756103516i,2.61086327464501+-0.921117482019037i,0.161600273792184+-0.06375324942304i
24,733516.871873368,0.0446687003661609,0.06945627304537,880.258483886719+-119.106689453125i,281.410797119141+77.8540344238281i,2.79685760585768+-1.19701639463215i,0.152147291568103+-0.0818361969716646i
24,733516.871873368,0.0446687003661609,0.06945627304537,899.150024414062+-106.733596801758i,257.217742919922+86.1061859130859i,3.01850064334305+-1.42542722836336i,0.14978162911218+-0.0969412495911513i
24,733516.871873368,0.0446687003661609,0.06945627304537,912.2109375+-67.6185989379883i,234.843292236328+95.988166809082i,3.22746386128042+-1.60710120706813i,0.159869155677206+-0.108800018870415i
24,733516.871873368,0.0446687003661609,0.06945627304537,913.546325683594+-3.47720813751221i,216.679092407227+115.355880737305i,3.2783892453626+-1.76140061644126i,0.189545271389146+-0.113192592796568i
24,733516.871873368,0.0446687003661609,0.06945627304537,914.662048339844+120.364540100098i,177.855194091797+135.971084594727i,3.57225316702892+-2.05424755421648i,0.246440758066041+-0.0951382706831695i
24,733516.871873368,0.0446687003661609,0.06945627304537,880.436157226562+290.796234130859i,137.595123291016+151.297317504883i,3.94852693651016+-2.22831516208918i,0.327121421265509+-0.0181526763831888i
24,733516.871873368,0.0446687003661609,0.06945627304537,802.905578613281+444.023223876953i,103.274864196777+155.548233032227i,4.35980634094976+-2.26712424791341i,0.376606620786067+0.176014831482508i
24,733516.943938796,0.0466870016248693,0.0762747409853059,-1+1i,-1+1i,1+0i,-0.534520190008307+0.0563223766618759i
24,733516.943938796,0.0466870016248693,0.0762747409853059,656.595764160156+-14.0461292266846i,494.448120117188+-104.095542907715i,1.27730412843398+0.240501546355828i,0.0953766317654668+-0.280619292900544i
24,733516.943938796,0.0466870016248693,0.0762747409853059,874.419006347656+-57.3278160095215i,282.620849609375+-61.6822853088379i,2.99554735878489+0.450937682083015i,0.101373267532153+0.0350144122897117i
24,733516.943938796,0.0466870016248693,0.0762747409853059,814.817016601562+-53.4510459899902i,341.200378417969+-63.4895477294922i,2.33634436850029+0.278084103383405i,-0.00107746631071595+-0.0373635717414778i
24,733516.943938796,0.0466870016248693,0.0762747409853059,836.776611328125+-54.1959457397461i,322.384552001953+-55.8691711425781i,2.54818938764893+0.273491030246323i,0.110300015562628+-0.0930312762107583i
24,733516.943938796,0.0466870016248693,0.0762747409853059,833.351684570312+-60.2961807250977i,326.908813476562+-51.3116226196289i,2.51614823294698+0.210491320583063i,0.219239730643044+-0.0134916522106903i
24,733516.943938796,0.0466870016248693,0.0762747409853059,830.482360839844+-61.8291244506836i,327.626739501953+-47.8929634094238i,2.50881912375187+0.178024718411849i,0.251410802032574+0.0957056232258014i
24,733516.943938796,0.0466870016248693,0.0762747409853059,829.595031738281+-62.4275512695312i,330.131561279297+-47.2924041748047i,2.48893491965892+0.167448894318212i,0.242703859151126+0.171770457733138i
24,733516.943938796,0.0466870016248693,0.0762747409853059,827.134582519531+-65.0930633544922i,330.803436279297+-44.5640563964844i,2.48184836498878+0.137568604674251i,0.22999684696615+0.20644723242116i
24,733516.943938796,0.0466870016248693,0.0762747409853059,827.338500976562+-67.7672653198242i,332.604705810547+-42.7488288879395i,2.47279110208196+0.114074328221647i,0.226950226649527+0.208346581460149i
