Temperature_root,Time_root,Rectified_Impedance
24,733596.613363715,0.095314819673538+-0.00169189430336918i
24,733596.613363715,0.0946029044001665+-0.00134106502828688i
24,733596.613363715,0.095361558358493+-0.0012737692001103i
24,733596.613363715,0.093830062006263+-0.00085873082380809i
24,733596.613363715,0.0952651805443773+-0.001045516865232i
24,733596.613363715,0.0930646013068755+0.00011715852785234i
24,733596.613363715,0.0937281100854624+-0.00197256992600209i
24,733596.613363715,0.0930536521076916+-0.000910768380327927i
24,733596.613363715,0.0950996953202686+-0.00150706546959634i
24,733596.613363715,0.0934925972845332+-0.00143364181825791i
24,733596.613363715,0.0932023960655904+-0.000832565706543417i
24,733596.613363715,0.0909963645628492+-0.0017709534179142i
24,733596.613363715,0.0926781312775509+-0.00256393091350337i
24,733596.613363715,0.0910672900298151+-0.00116967055967573i
24,733596.613363715,0.0908452715441441+-0.00142397207697912i
24,733596.613363715,0.0892758989244097+-0.00272318411519276i
24,733596.613363715,0.090217166585839+-0.00192003947042993i
24,733596.613363715,0.0889990140526325+-0.00221536976824364i
24,733596.613363715,0.0876761522020612+-0.00216397171547044i
24,733596.613363715,0.0850462978872847+-0.00245161810451176i
24,733596.613363715,0.0827620402933783+-0.00274305535005286i
24,733596.613363715,0.0832942089964475+-0.00275857215288348i
24,733596.613363715,0.0813269410550948+-0.0028640892689038i
24,733596.613363715,0.0809194360587781+-0.00268672723839495i
24,733596.613363715,0.0798331572203485+-0.00342738317702066i
24,733596.613363715,0.0770204791586086+-0.00256694273225283i
24,733596.613363715,0.0799615174295797+-0.00102127046268195i
24,733596.613363715,0.0756516308917453+-0.00258031987656228i
24,733596.613363715,0.0783856414593157+-0.00170353041806963i
24,733596.613363715,0.0718725602063136+-0.00261238163134064i
24,733596.613363715,0.0714653746124108+-0.00240805011831426i
24,733596.613363715,0.0689467179261492+-0.00201742213528565i
24,733596.613363715,0.0679032324836517+-0.0034226180888102i
24,733596.613363715,0.0664071498480328+-0.00149034051458925i
24,733596.613363715,0.0662646211123849+-0.00132528780556933i
24,733596.613363715,0.0657578783493437+-0.000576159726833135i
24,733596.613363715,0.0666448821474764+-0.000765147804035043i
24,733596.613363715,0.0653340599126023+-0.000600624077021364i
24,733596.613363715,0.0644571776165307+-0.00048620593205794i
24,733596.676450556,0.0969839521276813+-0.00344774089746768i
24,733596.676450556,0.0975138036314137+-0.00282805748829846i
24,733596.676450556,0.0973009893121592+-0.00241262711283941i
24,733596.676450556,0.0970170390796528+-0.00209733832944461i
24,733596.676450556,0.0960974111947241+-0.00164980785580703i
24,733596.676450556,0.0979886748138186+-0.00179659836785203i
24,733596.676450556,0.0963834224920175+-0.00182037949322012i
24,733596.676450556,0.0934401196696998+-0.0024490682757401i
24,733596.676450556,0.0933403477893051+-0.00207563379097973i
24,733596.676450556,0.0933933343755999+-0.00231981467111796i
24,733596.676450556,0.0922709620120853+-0.00241026089022976i
24,733596.676450556,0.0916808816797736+-0.00288712337273435i
24,733596.676450556,0.0901471316011414+-0.00304837732526098i
24,733596.676450556,0.089129479911022+-0.00353392694856002i
24,733596.676450556,0.0889826099042025+-0.00313957717380892i
24,733596.676450556,0.0858490014662192+-0.00385346729311897i
24,733596.676450556,0.0862539473667393+-0.00328721815739685i
24,733596.676450556,0.0838832388065046+-0.00286938217843443i
24,733596.676450556,0.0825962179153583+-0.00224453970453917i
24,733596.676450556,0.0815492661769043+-0.00267210236485256i
24,733596.676450556,0.0799817820425433+-0.00328517956489147i
24,733596.676450556,0.0781820186313915+-0.0028222593588778i
24,733596.676450556,0.0793377795402768+-0.00364405711870477i
24,733596.676450556,0.0735955742279537+-0.00277796469410976i
24,733596.676450556,0.0753695876589704+-0.00246449823760097i
24,733596.676450556,0.0731285142531906+-0.00252146410291739i
24,733596.676450556,0.0730296648166539+-0.00178381404054252i
24,733596.676450556,0.0712962602730922+-0.00313268876941126i
24,733596.676450556,0.0700605622440029+-0.00197260209224024i
24,733596.676450556,0.0690501681920326+-0.0021130215211635i
24,733596.676450556,0.0677119371118337+-0.00179077739478741i
24,733596.676450556,0.066112149912006+-0.00163279458151322i
24,733596.676450556,0.0654838290242929+-0.00166792928208736i
24,733596.676450556,0.0636546729187217+-0.000972356740526373i
24,733596.676450556,0.0638945386135327+-0.000669522860065175i
24,733596.676450556,0.063939586687682+-0.000520096853033231i
24,733596.676450556,0.0634510115558679+-0.000924874562311806i
24,733596.676450556,0.0648416250425548+-0.000278004993621864i
24,733596.676450556,0.0637959659295568+0.000192077682049091i
24,733596.889850255,0.0929406927794956+-0.0014974520371455i
24,733596.889850255,0.0920013675179082+-0.000876665571566549i
24,733596.889850255,0.0903384441337191+-0.000487488036729329i
24,733596.889850255,0.0908240198947455+-0.000680968861501158i
24,733596.889850255,0.0922021501651838+-0.00127139956919391i
24,733596.889850255,0.0894641043457915+-2.10238112897394e-05i
24,733596.889850255,0.0897470020020514+-0.00112491972028507i
24,733596.889850255,0.0877795029179343+-0.000896560516072732i
24,733596.889850255,0.0898417764550536+-0.00100456862375878i
24,733596.889850255,0.0868741612056406+-0.000834359332440374i
24,733596.889850255,0.0893494172203528+-0.00132302606884204i
24,733596.889850255,0.0875633438718925+-0.00120668096811484i
24,733596.889850255,0.0866297540155279+-0.00104385020178129i
