Temperature_root,Time_root,Re,Rct,Sense_current,Battery_current,Current_ratio,Battery_impedance
24,733516.871873368,0.0381681360994608,0.0615809457422945,-1+1i,-1+1i,1+0i,-0.0996327099354556+-0.375690776568875i
24,733516.871873368,0.0381681360994608,0.0615809457422945,805.216613769531+-25.9525547027588i,353.536407470703+-90.2271957397461i,2.15591755523459+0.476810413270142i,0.193204405301898+-0.0530188471470538i
24,733516.871873368,0.0381681360994608,0.0615809457422945,807.488586425781+-46.55126953125i,350.990478515625+-71.6582794189453i,2.23453846296387+0.323575478458854i,0.0306053126030271+0.0436791999173794i
24,733516.871873368,0.0381681360994608,0.0615809457422945,815.629211425781+-52.2684478759766i,343.498870849609+-64.7718963623047i,2.32065223595948+0.285429171869003i,0.0188989494116316+-0.0552363041759528i
24,733516.871873368,0.0381681360994608,0.0615809457422945,814.602905273438+-54.5132217407227i,343.822387695312+-55.6926879882812i,2.33370575854115+0.21946542059685i,0.120098321986512+-0.072477404373598i
24,733516.871873368,0.0381681360994608,0.0615809457422945,812.064025878906+-55.9611015319824i,346.986602783203+-55.8320198059082i,2.30656468728373+0.209861312188898i,0.197079176535857+-0.0094088081212633i
24,733516.871873368,0.0381681360994608,0.0615809457422945,811.359741210938+-59.9334678649902i,348.329406738281+-51.7170600891113i,2.30404466783295+0.170025692702487i,0.224786254394461+0.0647772340195245i
24,733516.871873368,0.0381681360994608,0.0615809457422945,813.98583984375+-61.2654304504395i,347.423736572266+-49.7046394348145i,2.32064910752147+0.155664656730759i,0.22613250954371+0.116008504339755i
24,733516.871873368,0.0381681360994608,0.0615809457422945,807.933349609375+-68.6056976318359i,350.033233642578+-42.8350105285645i,2.29773727904511+0.0851859196272303i,0.221395624222886+0.139168976335518i
24,733516.871873368,0.0381681360994608,0.0615809457422945,809.819213867188+-66.1235275268555i,349.153045654297+-46.0247840881348i,2.30430608401974+0.114367217929599i,0.218508532422887+0.139234814665579i
24,733516.871873368,0.0381681360994608,0.0615809457422945,807.642395019531+-57.1694488525391i,351.002136230469+-38.8028373718262i,2.29096911690615+0.0903887752803159i,0.217337962996227+0.122844025998679i
24,733516.871873368,0.0381681360994608,0.0615809457422945,808.830810546875+-56.2451210021973i,351.927093505859+-40.0442008972168i,2.28686767139024+0.100392007629602i,0.214880254840306+0.0963612924747346i
24,733516.871873368,0.0381681360994608,0.0615809457422945,807.491027832031+-60.127254486084i,354.091552734375+-36.6432266235352i,2.2736815682077+0.0654852517899517i,0.208534491648026+0.0656041129487958i
24,733516.871873368,0.0381681360994608,0.0615809457422945,809.535095214844+-59.3421401977539i,351.417449951172+-37.7344512939453i,2.29529565526193+0.0775988270210278i,0.197478455480089+0.0354570266581019i
24,733516.871873368,0.0381681360994608,0.0615809457422945,808.403503417969+-62.8785629272461i,353.354766845703+-33.6968307495117i,2.28399448578329+0.0398602594744725i,0.182670824425629+0.00935312197672209i
24,733516.871873368,0.0381681360994608,0.0615809457422945,806.804321289062+-39.5488357543945i,356.390319824219+-29.5148429870605i,2.25752909121206+0.0759891035334753i,0.166118376122161+-0.010978625705437i
24,733516.871873368,0.0381681360994608,0.0615809457422945,805.412170410156+-39.2174606323242i,356.907836914062+-28.5134239196777i,2.25105031184911+0.0699555700144628i,0.15001259938371+-0.0253200799477815i
