Temperature_root,Time_root,Rectified_Impedance
24,733516.871873368,0.0623394539966377+-0.000340076976908464i
24,733516.871873368,0.0619377340616064+-8.30291603864551e-05i
24,733516.871873368,0.0595858162986357+-0.00072501857127449i
24,733516.871873368,0.0595576808138874+-0.000624834481583631i
24,733516.871873368,0.0617166235133374+-0.00101663753311145i
24,733516.871873368,0.0595605233907892+0.000129766678467436i
24,733516.871873368,0.0604557369053773+-0.000836514467251986i
24,733516.871873368,0.0594120331708271+-0.00076840337404968i
24,733516.871873368,0.0596923642938293+-0.00125365567956734i
24,733516.871873368,0.0584995200992616+-0.000486653141920411i
24,733516.871873368,0.0608728135514624+-0.00105125961891877i
24,733516.871873368,0.0595183484596656+-0.000310707118885539i
24,733516.871873368,0.0579888833069357+-0.00123840582267611i
24,733516.871873368,0.056846906032723+-0.00118943394290844i
24,733516.871873368,0.0575694290275528+-0.000807722521792341i
24,733516.871873368,0.0575759090626792+-0.000796257028263569i
24,733516.871873368,0.0560326349465355+-0.000898948111432643i
24,733516.871873368,0.0561460818367581+-0.0011920393665928i
24,733516.871873368,0.0566937968870609+-0.00109395286838418i
24,733516.871873368,0.0543315552921483+-0.00118879135278093i
24,733516.871873368,0.0528754217475435+-0.00104851735578963i
24,733516.871873368,0.0519730849514988+-0.00129396012165277i
24,733516.871873368,0.0509198666951897+-0.00156713506407927i
24,733516.871873368,0.0498933358594738+-0.00149010028511379i
24,733516.871873368,0.0487212759575149+-0.00127473883350975i
24,733516.871873368,0.0490670097119384+-0.00133829602602712i
24,733516.871873368,0.0466647940584329+-0.000706446738546502i
24,733516.871873368,0.0460188221584333+-0.00179525784848287i
24,733516.871873368,0.0447188239172776+-0.00122129283033222i
24,733516.871873368,0.0448385180210325+-0.00109284074777792i
24,733516.871873368,0.0435891610905572+-0.0011065281251397i
24,733516.871873368,0.0422752017727459+-0.00111887908118696i
24,733516.871873368,0.040233003523309+-0.00114321885922925i
24,733516.871873368,0.0400377144720143+-0.000988763004442191i
24,733516.871873368,0.0380168474617936+-0.000792319230709999i
24,733516.871873368,0.0369215536995537+-0.000535266185873644i
24,733516.871873368,0.0382936021267625+-0.000115973733460132i
24,733516.871873368,0.0372008874281538+7.06164120043667e-05i
24,733516.871873368,0.0379033332725926+0.000466868264878854i
24,733516.943938796,0.0877580539666517+-0.00401283556092267i
24,733516.943938796,0.0736633418029207+-0.0014823048632732i
24,733516.943938796,0.0711167161130981+-0.00219619120060785i
24,733516.943938796,0.073377370993193+-0.00147735996981405i
24,733516.943938796,0.0738999613628972+-0.00181799420458465i
24,733516.943938796,0.0737562791485257+-0.00197267251484992i
24,733516.943938796,0.0716133413971097+-0.00224771778926755i
24,733516.943938796,0.0721611983768613+-0.00204146174003997i
24,733516.943938796,0.0700881093910655+-0.00201558551120147i
24,733516.943938796,0.0693829940653903+-0.00239382969911819i
24,733516.943938796,0.0698226081552625+-0.00216178645684048i
24,733516.943938796,0.0654409133710752+-0.00233805126954092i
24,733516.943938796,0.0688990298634502+-0.0021661270315122i
24,733516.943938796,0.0651609317410056+-0.00266576892146259i
24,733516.943938796,0.0633325816723358+-0.00214211763122167i
24,733516.943938796,0.0625714489768837+-0.00190279554238367i
24,733516.943938796,0.0625630865329854+-0.00231839456734873i
24,733516.943938796,0.0598169093101097+-0.00263973512753838i
24,733516.943938796,0.0589263983437526+-0.00198780240851585i
24,733516.943938796,0.053456944283593+-0.00212174949173905i
24,733516.943938796,0.05663087736023+-0.00249732130482512i
24,733516.943938796,0.0537872133278094+-0.00213917578061424i
24,733516.943938796,0.0526653655298795+-0.00211225925800286i
24,733516.943938796,0.0513760360444047+-0.00182916048562121i
24,733516.943938796,0.0500785988522954+-0.00173396104697759i
24,733516.943938796,0.0492494060685676+-0.00184226077276111i
24,733516.943938796,0.0473382593402781+-0.00142560637259291i
24,733516.943938796,0.0467567862658308+-0.00169411888312598i
24,733516.943938796,0.044996816821073+-0.0013607889693103i
24,733516.943938796,0.0448690951012941+-0.00115260682285445i
24,733516.943938796,0.0433505949668298+-0.00107561336132999i
24,733516.943938796,0.0426084017348535+-0.0010963969061295i
24,733516.943938796,0.0417584351504653+-0.000947264514144615i
24,733516.943938796,0.0408885987919498+-0.000662689730358215i
24,733516.943938796,0.04014177022543+-0.000404333798929331i
24,733516.943938796,0.0384616775116284+-0.000758676060113639i
24,733516.943938796,0.0411100612804975+5.06209446239405e-05i
24,733516.943938796,0.0396220451997686+9.7530321250499e-05i
24,733516.943938796,0.0400339422038626+0.000638824356970302i
24,733517.093368229,0.0610819802322207+-0.000368534060277138i
24,733517.093368229,0.0643796594975419+-0.000578205644960809i
24,733517.093368229,0.0608598231118333+9.09452874843382e-05i
24,733517.093368229,0.0604914404431609+-0.000265868300629927i
24,733517.093368229,0.0626170396937999+-0.000753741059690998i
24,733517.093368229,0.0591108059767351+-0.00138902896447335i
24,733517.093368229,0.0607852737771178+0.000138402339399359i
24,733517.093368229,0.0604425234574712+-0.000378754808239789i
24,733517.093368229,0.0598509940096336+-0.000963370393548318i
24,733517.093368229,0.0601893449923746+-0.000581010773366781i
24,733517.093368229,0.0596154676487556+-0.000557575648831985i
24,733517.093368229,0.0598022313889508+-0.00160187526408938i
24,733517.093368229,0.0580087595149386+-0.00109626744186344i
24,733517.093368229,0.0580538457391561+-0.00035889285204686i
24,733517.093368229,0.0583941634510368+-0.000830114413999725i
24,733517.093368229,0.0590237520517138+-0.00116688809847709i
24,733517.093368229,0.057622753839145+-0.000920596218288306i
24,733517.093368229,0.0557529629491909+-0.00127394725597701i
24,733517.093368229,0.0565052038854929+-0.00112083745650634i
24,733517.093368229,0.0549280674192134+-0.00103704485206036i
24,733517.093368229,0.0550970559392424+-0.000762422194219775i
24,733517.093368229,0.0539021507895701+-0.00168371284080744i
24,733517.093368229,0.0526989587640967+-0.00186367425765988i
24,733517.093368229,0.0521720268510209+-0.00154186747148556i
24,733517.093368229,0.0504842287645482+-0.00118086902184939i
24,733517.093368229,0.0501639693567913+-0.00127070760556629i
24,733517.093368229,0.0479514814316249+-0.00118028742613418i
24,733517.093368229,0.04722138626779+-0.00121683638961368i
24,733517.093368229,0.0458462686909562+-0.00121925999892655i
24,733517.093368229,0.0461974088758862+-0.00135984332529082i
24,733517.093368229,0.044326436611197+-0.00115066324765548i
24,733517.093368229,0.0431987775605106+-0.00109063802559781i
24,733517.093368229,0.0421476493491205+-0.000977093478460539i
24,733517.093368229,0.0394826372529203+-0.00081328763648943i
24,733517.093368229,0.0397721223823185+-0.000686092394098796i
24,733517.093368229,0.0389111249322115+-0.00058199284330735i
24,733517.093368229,0.0402988113510711+-0.000211196437140887i
24,733517.093368229,0.0382752400029347+9.55778726037367e-05i
24,733517.093368229,0.0391078958692119+0.000533969657467802i
24,733517.164863275,0.08739050089416+-0.00344129231468129i
24,733517.164863275,0.0768781260692136+-0.00239965109980333i
24,733517.164863275,0.0714151639699308+-0.00189216110351837i
24,733517.164863275,0.0731844925730681+-0.00187423147685458i
24,733517.164863275,0.0752394149189228+-0.00223934236236438i
24,733517.164863275,0.0748929549934831+-0.0016117679755425i
24,733517.164863275,0.0713896264496689+-0.00160685753910631i
24,733517.164863275,0.0718203926574984+-0.00224833425883623i
24,733517.164863275,0.0721211001936277+-0.0010605889902342i
24,733517.164863275,0.0712063491848078+-0.00203856640389103i
24,733517.164863275,0.069429873390058+-0.00163554466195081i
24,733517.164863275,0.0689580757824778+-0.00219751437787162i
24,733517.164863275,0.0672348076072094+-0.00185599594597949i
24,733517.164863275,0.0641682588659608+-0.00212244241792075i
24,733517.164863275,0.0646253685943464+-0.00201576793950654i
24,733517.164863275,0.0637932366996341+-0.00249493602105212i
24,733517.164863275,0.0620632413426378+-0.0023668991558426i
24,733517.164863275,0.0605062028090857+-0.00166005488759636i
24,733517.164863275,0.0587770409484908+-0.00228689709637837i
24,733517.164863275,0.0581808325574077+-0.00255541629306409i
24,733517.164863275,0.05567513144144+-0.00213632260709483i
24,733517.164863275,0.0542578716627286+-0.00223100527809914i
24,733517.164863275,0.0529321092540469+-0.00219214264640518i
24,733517.164863275,0.0524760708735248+-0.00201470048824387i
24,733517.164863275,0.0506728604995036+-0.0015759062390612i
24,733517.164863275,0.0488275505615957+-0.00183180894378351i
24,733517.164863275,0.0476875550060702+-0.00157332453540561i
24,733517.164863275,0.0469649027394837+-0.00168445512375732i
24,733517.164863275,0.0445581425688365+-0.00112182116682292i
24,733517.164863275,0.0438066658976917+-0.000994151954743104i
24,733517.164863275,0.0435454853831313+-0.00110434870974006i
24,733517.164863275,0.0429172794156184+-0.00110393050027609i
24,733517.164863275,0.0418806035799385+-0.000930239735547194i
24,733517.164863275,0.0405297176488369+-0.000935182026567025i
24,733517.164863275,0.0402203548392466+-0.000448810506354804i
24,733517.164863275,0.0385682090868024+-0.000341799297908172i
24,733517.164863275,0.0399580001964931+0.000135392748233949i
24,733517.164863275,0.0392911440336128+0.000150828803494182i
24,733517.164863275,0.0398448794110994+0.000695304636146345i
24,733517.314278426,0.0591204500826574+-0.00083801230015407i
24,733517.314278426,0.0638027390378196+-0.00100579563013058i
24,733517.314278426,0.0598100254732815+-0.000633027847196189i
24,733517.314278426,0.0591148864711423+-0.000102959886288029i
24,733517.314278426,0.0596705221163325+-0.000143949266835157i
24,733517.314278426,0.057713390793133+-0.000629323235220999i
24,733517.314278426,0.0599125485192242+-3.08981950155119e-05i
24,733517.314278426,0.0590750595536551+-0.00025403973463235i
24,733517.314278426,0.0613437176945134+-0.000701885308722033i
24,733517.314278426,0.0598964190124521+-0.000553973112708383i
24,733517.314278426,0.0590808290801792+-0.000693056726329086i
24,733517.314278426,0.0577385644964094+-0.00111791352264802i
24,733517.314278426,0.0580873202612232+-0.000726223006571741i
24,733517.314278426,0.0562500703298713+-0.000947460404478941i
24,733517.314278426,0.0587940691008389+-0.000584489984194342i
24,733517.314278426,0.0550080416537546+-0.000999629988817782i
24,733517.314278426,0.0557432466495244+-0.00171095219875449i
24,733517.314278426,0.0561647974819009+-0.00112202068006716i
24,733517.314278426,0.0557862730257965+-0.00107611531112836i
24,733517.314278426,0.0539512857912999+-0.000975008284245836i
24,733517.314278426,0.0527056250182151+-0.00127959817979902i
24,733517.314278426,0.0523121191221025+-0.00129024179198413i
24,733517.314278426,0.0533486942764127+-0.00155985979308309i
24,733517.314278426,0.0502467898116317+-0.00146500897173154i
24,733517.314278426,0.0494945478793696+-0.00118978356366495i
24,733517.314278426,0.0479794466650454+-0.00128182067558218i
24,733517.314278426,0.0477374520612581+-0.00121858630459219i
