Temperature_root,Time_root,Re,Rct,Sense_current,Battery_current,Current_ratio,Battery_impedance
24,733596.613363715,0.0651581515845522,0.09555369570022,832.749572753906+-27.3771934509277i,327.527618408203+-90.7842025756836i,2.3826451184344+0.576834846982334i,0.165409534982111+-0.129054343675096i
24,733596.613363715,0.0651581515845522,0.09555369570022,826.062866210938+-41.2816009521484i,331.814270019531+-78.2270355224609i,2.38623608129075+0.438156483551487i,0.184692752410462+-0.103414295107331i
24,733596.613363715,0.0651581515845522,0.09555369570022,825.537292480469+-48.6207275390625i,331.959442138672+-69.7845840454102i,2.41109939622558+0.360395957252822i,0.196978335617219+-0.0803100407714723i
24,733596.613363715,0.0651581515845522,0.09555369570022,823.868347167969+-55.4931030273438i,334.428039550781+-64.8025283813477i,2.4053533822078+0.300153892374523i,0.204299011078573+-0.0606445672907851i
24,733596.613363715,0.0651581515845522,0.09555369570022,823.281555175781+-53.5582809448242i,336.043701171875+-57.2365760803223i,2.40723507802009+0.250632916039738i,0.20826698617284+-0.0446008396194028i
24,733596.613363715,0.0651581515845522,0.09555369570022,823.100158691406+-57.5157165527344i,335.832580566406+-52.7248916625977i,2.41820742839114+0.208389573188058i,0.210066716316093+-0.0319610814249028i
24,733596.613363715,0.0651581515845522,0.09555369570022,821.278198242188+-62.8570709228516i,338.459625244141+-48.6889953613281i,2.40349514734644+0.160038861705297i,0.210521121250123+-0.0223143018840766i
24,733596.613363715,0.0651581515845522,0.09555369570022,821.628356933594+-63.4944686889648i,337.446197509766+-46.8233413696289i,2.41446395151824+0.146864304601336i,0.210176636467824+-0.015180645929532i
24,733596.613363715,0.0651581515845522,0.09555369570022,818.856567382812+-67.6813507080078i,341.125762939453+-42.6021614074707i,2.38798706367632+0.0998225971684431i,0.20938182596785+-0.0100805386258141i
24,733596.613363715,0.0651581515845522,0.09555369570022,818.459106445312+-66.2869567871094i,340.317108154297+-45.8528785705566i,2.3878844393484+0.12695341320092i,0.208350529203007+-0.00656992857306111i
24,733596.613363715,0.0651581515845522,0.09555369570022,819.05712890625+-59.4921646118164i,341.644897460938+-37.9021415710449i,2.38732905875194+0.0907161780550598i,0.207208468441762+-0.00425595146221068i
24,733596.613363715,0.0651581515845522,0.09555369570022,820.424682617188+-59.4221038818359i,340.621429443359+-37.6945610046387i,2.39854319102526+0.0909805610444706i,0.206025558948722+-0.00280189713490069i
24,733596.613363715,0.0651581515845522,0.09555369570022,818.876953125+-59.2895736694336i,342.6640625+-36.8858757019043i,2.38077530146058+0.0832518238600084i,0.204837134477992+-0.00192667254933307i
24,733596.613363715,0.0651581515845522,0.09555369570022,817.425720214844+-61.0955505371094i,343.828948974609+-35.8490829467773i,2.37018027780788+0.0694334753139246i,0.203657205820612+-0.00140165242409937i
24,733596.613363715,0.0651581515845522,0.09555369570022,814.841796875+-60.5709533691406i,345.851043701172+-37.3658180236816i,2.34756770022894+0.0784957414769105i,0.202486368850261+-0.00104645877959719i
24,733596.613363715,0.0651581515845522,0.09555369570022,817.377563476562+-37.2448844909668i,345.149871826172+-29.2529258728027i,2.36037211039011+0.0921423082623159i,0.201316382980419+-0.000724450128901327i
24,733596.613363715,0.0651581515845522,0.09555369570022,815.313232421875+-41.774299621582i,348.391571044922+-26.2363166809082i,2.33600285969939+0.0560111460632384i,0.200132885013056+-0.00033828220045451i
24,733596.613363715,0.0651581515845522,0.09555369570022,814.507629394531+-40.1737289428711i,348.426879882812+-26.1932373046875i,2.33315384920566+0.0600961771513161i,0.198917234291957+0.000174328612308155i
24,733596.613363715,0.0651581515845522,0.09555369570022,812.718933105469+-39.2747611999512i,349.699859619141+-30.2745933532715i,2.31640883436939+0.0882287294427585i,0.197648110973547+0.000844636262218696i
24,733596.613363715,0.0651581515845522,0.09555369570022,813.138854980469+-40.9638290405273i,350.877014160156+-26.9815216064453i,2.31274869318794+0.0610973330536152i,0.196303202533836+0.00167675712438045i
24,733596.613363715,0.0651581515845522,0.09555369570022,811.064270019531+-42.0640640258789i,350.667388916016+-27.7008361816406i,2.30798970205917+0.0623644550677434i,0.194861102417264+0.00265151973809103i
24,733596.613363715,0.0651581515845522,0.09555369570022,810.601257324219+0.371559143066406i,353.998474121094+-11.1992788314819i,2.28752121488378+0.0734188109878396i,0.193303397762247+0.00373036775357543i
24,733596.613363715,0.0651581515845522,0.09555369570022,807.417236328125+0.750356674194336i,357.191131591797+-11.1415424346924i,2.25820008315334+0.0725387234873561i,0.191616831526402+0.00485938435095927i
24,733596.613363715,0.0651581515845522,0.09555369570022,806.061096191406+0.383506774902344i,360.191955566406+-11.444206237793i,2.23557472229481+0.0720945722288719i,0.18979538129426+0.00597345832710711i
24,733596.613363715,0.0651581515845522,0.09555369570022,805.568603515625+0.671564102172852i,359.280242919922+-10.9447975158691i,2.2400376988141+0.0701077324455626i,0.187842096588859+0.00700055066116484i
24,733596.613363715,0.0651581515845522,0.09555369570022,804.819274902344+0.714544296264648i,362.489624023438+-10.821496963501i,2.21821889257239+0.0681922782568228i,0.185770571803132+0.00786595503773354i
