Capacity,delta_3_85_3_86,delta_3_86_3_87,delta_3_87_3_88,delta_3_88_3_89,delta_3_89_3_90,delta_3_90_3_91,delta_3_91_3_92,delta_3_92_3_93,delta_3_93_3_94,delta_3_94_3_95,delta_3_95_3_96,delta_3_96_3_97,delta_3_97_3_98,delta_3_98_3_99,delta_3_99_4_00,delta_4_00_4_01,delta_4_01_4_02,delta_4_02_4_03,delta_4_03_4_04,delta_4_04_4_05,delta_4_05_4_06,delta_4_06_4_07,delta_4_07_4_08,delta_4_08_4_09,delta_4_09_4_10,delta_4_10_4_11,delta_4_11_4_12,delta_4_12_4_13,delta_4_13_4_14,delta_4_14_4_15,delta_4_15_4_16,delta_4_16_4_17,delta_4_17_4_18,delta_4_18_4_19,delta_4_19_4_20,curr_zerotime,temp_mean,charge_cycle
2.035337591005598,50.21900000000005,52.71899999999994,55.10900000000004,53.35900000000004,60.81299999999999,63.84399999999994,67.13999999999999,81.82800000000009,98.81299999999999,124.84400000000005,134.96799999999985,123.17200000000003,138.8130000000001,145.5619999999999,144.73500000000013,140.375,133.10899999999992,126.95299999999997,104.375,108.5,101.10899999999992,89.04700000000003,91.70299999999997,73.375,86.14100000000008,77.35899999999992,78.5630000000001,76.42200000000003,78.15599999999995,68.34400000000005,70.75,72.5619999999999,75.09400000000005,74.9380000000001,73.67099999999982,6301.110000000001,27.157056164278945,1
2.0251402460314116,50.78099999999995,53.31299999999999,55.93700000000001,54.03100000000006,66.25,59.702999999999975,67.84399999999994,88.51600000000008,112.76499999999987,127.98500000000013,138.125,125.79700000000003,132.95299999999997,146.59400000000005,145.25,133.67099999999982,132.5,119.51600000000008,105.5630000000001,99.48399999999992,100.51600000000008,89.70299999999997,82.25,84.40599999999995,75.59400000000005,77.38999999999987,77.92200000000003,65.21900000000005,77.92200000000003,68.17200000000003,82.625,60.547000000000025,74.71799999999985,74.8130000000001,85.96900000000005,6441.046,27.28283526180268,2
2.013326371345464,54.29699999999997,48.735000000000014,55.452999999999975,58.23400000000004,61.31299999999999,64.31200000000001,78.43799999999999,83.32799999999997,112.70299999999997,127.95299999999997,138.03100000000018,126.03099999999995,133.32899999999995,138.92100000000005,145.43799999999987,133.43700000000013,123.64099999999985,118.29700000000003,104.51600000000008,98.82799999999997,91.13999999999987,88.8130000000001,91.6869999999999,73.32799999999997,75.0,76.82900000000018,78.57799999999997,76.51499999999987,66.375,67.5630000000001,81.54700000000003,72.04700000000003,74.07799999999997,75.78099999999995,60.827999999999975,6563.6720000000005,27.19324954024878,3
2.0132846655407413,50.218999999999994,52.625,55.10900000000004,57.78099999999995,60.84400000000005,64.04699999999991,77.92200000000003,88.42200000000003,112.48399999999992,134.64100000000008,124.54600000000005,125.70399999999995,133.1400000000001,138.3599999999999,136.42100000000005,131.51599999999985,123.6880000000001,117.92099999999982,104.11000000000013,98.3119999999999,91.28200000000015,88.95299999999997,91.13999999999987,72.82799999999997,85.375,65.61000000000013,78.09400000000005,66.375,76.59299999999985,67.14100000000008,69.01600000000008,70.60899999999992,72.76600000000008,75.1869999999999,74.51600000000008,6950.375,27.04780010448353,4
2.000528337624771,53.85899999999998,48.406000000000006,54.70400000000001,57.514999999999986,65.0,63.89099999999996,77.98400000000004,88.23500000000001,112.13999999999999,127.28099999999995,130.32899999999995,132.43700000000013,124.43799999999987,146.0780000000002,136.15599999999995,132.125,123.89100000000008,108.38999999999987,113.15599999999995,98.1880000000001,91.34400000000005,89.1869999999999,81.03099999999995,83.39100000000008,74.6880000000001,76.46799999999985,67.11000000000013,77.84299999999985,65.75,78.51600000000008,69.23399999999992,70.95400000000018,73.01499999999987,75.34400000000005,74.65599999999995,7245.6720000000005,27.000108111687712,5
2.0138990759931645,49.797000000000025,56.40699999999998,54.84300000000002,57.51599999999996,60.46900000000005,68.53099999999995,77.76600000000008,88.28099999999995,112.37500000000011,133.9369999999999,131.2349999999999,118.0,132.43700000000013,138.17200000000003,136.26599999999985,131.625,124.2030000000002,108.25,103.40599999999995,97.65599999999995,90.79700000000003,89.54700000000003,70.20299999999997,92.48500000000013,73.9369999999999,64.75,77.25,67.90599999999995,76.20299999999997,66.71900000000005,68.09400000000005,70.375,72.125,74.625,75.26600000000008,7277.453,27.081750076350314,6
2.013101105626967,53.60900000000004,52.235000000000014,54.733999999999924,57.547000000000025,65.29700000000003,63.78099999999995,77.75,93.89100000000008,112.71800000000007,134.56299999999987,124.48399999999992,125.75,133.04700000000003,130.34400000000005,136.3900000000001,132.09399999999982,124.75,108.21900000000005,103.39100000000008,97.70299999999997,90.85899999999992,89.5630000000001,80.17099999999982,82.5630000000001,73.90599999999995,64.67200000000003,77.28099999999995,67.73500000000013,76.09299999999985,66.45400000000018,67.82799999999997,69.95299999999997,71.84400000000005,74.59299999999985,75.8130000000001,6050.5,27.353555899834813,7
1.9687898262728398,49.82800000000003,52.23399999999998,54.45300000000003,61.70399999999995,60.28100000000006,63.514999999999986,77.34399999999994,87.71900000000005,117.60899999999992,127.23500000000013,130.1869999999999,125.125,124.34400000000005,137.57799999999997,135.85899999999992,122.17200000000003,124.79700000000003,107.46900000000005,102.54700000000003,97.01499999999987,90.26600000000008,90.17200000000003,79.64100000000008,81.90599999999995,73.42200000000003,75.01499999999987,65.625,67.11000000000013,76.63999999999987,66.0630000000001,67.45299999999997,69.51600000000008,82.84299999999985,73.78200000000015,62.76499999999987,5835.655999999997,27.325883269835145,8
1.9681661764334244,53.264999999999986,51.843999999999994,54.35999999999996,57.04600000000005,60.0,67.79700000000003,71.82799999999997,92.86000000000001,117.42200000000003,120.62499999999989,129.75,124.29700000000003,123.60900000000015,137.5619999999999,135.59400000000005,122.3599999999999,116.54600000000005,115.28200000000015,101.95299999999997,96.09400000000005,89.38999999999987,81.3130000000001,79.0,81.1869999999999,72.875,74.59400000000005,76.5,66.90599999999995,67.125,65.64100000000008,67.0,80.28099999999995,70.70299999999997,72.90599999999995,62.61000000000013,6022.546999999999,27.228228253509595,9
1.9572307917560536,48.311999999999955,50.672000000000025,57.23499999999996,55.65600000000006,63.264999999999986,66.76599999999996,75.82799999999997,91.4380000000001,109.73399999999992,124.54700000000003,127.71900000000005,129.85899999999992,122.6880000000001,136.71799999999985,133.625,130.1880000000001,117.125,114.25,100.9369999999999,105.04700000000003,89.15599999999995,81.61000000000013,78.625,80.70299999999997,72.53099999999995,74.32799999999997,76.11000000000013,66.6869999999999,67.40599999999995,76.34400000000005,66.71900000000005,68.48399999999992,70.39100000000008,72.3119999999999,74.8130000000001,6146.562,27.200721144170558,10
1.9455991514129352,48.718999999999994,54.92099999999999,53.64099999999996,56.172000000000025,58.93700000000001,66.86000000000001,76.0,85.92200000000003,115.32799999999997,118.29699999999991,127.25,129.60900000000015,114.98399999999992,136.4849999999999,124.92200000000003,130.0,116.93700000000013,105.51600000000008,109.79700000000003,94.875,88.5,91.32799999999997,79.65599999999995,70.26600000000008,82.29700000000003,63.3119999999999,75.42200000000003,66.14100000000008,78.875,65.75,66.57799999999997,67.70299999999997,69.98399999999992,71.48500000000013,74.48399999999992,5865.25,27.183831282662783,11
1.9347505044841131,32.735,33.250000000000014,37.327999999999975,41.406000000000006,42.93799999999999,55.156000000000006,61.718999999999994,81.21800000000002,105.29700000000003,115.28199999999993,116.59300000000007,110.28199999999993,119.35900000000015,122.32799999999997,117.25,110.04700000000003,100.15599999999995,96.0,89.71900000000005,84.34399999999982,86.10900000000015,79.25,81.25,69.3130000000001,71.5,64.15599999999995,65.92200000000003,67.65599999999995,69.15599999999995,60.71900000000005,59.327999999999975,69.28099999999995,70.875,62.141000000000076,63.391000000000076,6204.139999999999,27.163889557887433,12
1.9232799539368028,51.860000000000014,50.21799999999996,52.76599999999996,55.297000000000025,58.09400000000005,65.71799999999996,74.59400000000005,89.98500000000001,108.01499999999999,122.48500000000001,125.73399999999992,113.04700000000003,127.6869999999999,127.09400000000005,131.53099999999995,128.78200000000015,115.0619999999999,106.54700000000003,98.78099999999995,93.15599999999995,96.64100000000008,79.65599999999995,81.21900000000005,78.57799999999997,70.625,72.36000000000013,74.09299999999985,64.84400000000005,66.21900000000005,67.60899999999992,75.75,66.45299999999997,68.20299999999997,70.07900000000018,71.90599999999995,6569.7029999999995,27.338419543185587,13
1.911889930948487,51.46799999999996,50.20300000000003,52.56299999999999,59.20300000000003,57.858999999999924,60.875,73.98500000000001,89.48400000000004,107.46899999999994,122.10900000000015,118.32799999999997,112.43799999999987,127.15599999999995,126.01600000000008,130.60899999999992,119.6880000000001,122.75,106.92200000000003,97.8119999999999,92.17200000000003,95.46900000000005,79.01499999999987,81.3130000000001,78.70299999999997,70.14100000000008,71.78099999999995,73.5,64.54700000000003,65.67200000000003,66.98400000000265,65.85899999999674,77.11000000000058,67.59299999999348,69.89100000000326,71.625,7423.172000000006,27.120052848261153,14
1.9010667141979305,51.18799999999999,49.656000000000006,52.047000000000025,54.656000000000006,61.875,65.23500000000001,68.95299999999997,88.88999999999999,100.86000000000001,120.60900000000004,123.68799999999987,111.46800000000007,126.14100000000008,125.25,121.9369999999999,127.59400000000005,113.20299999999997,107.82799999999997,105.6880000000001,91.65599999999995,85.28099999999995,88.03200000000015,80.6869999999999,79.78099999999995,69.75,71.5630000000001,73.09400000000005,64.15599999999995,65.53099999999995,66.79700000000003,66.85899999999992,76.375,67.01600000000008,69.03099999999995,70.65700000000015,6231.9839999999995,27.201548755977495,15
1.8891989948061458,46.39100000000002,48.468999999999994,50.686999999999955,53.125,60.375,68.0,67.26600000000008,86.76599999999996,98.21799999999996,117.90699999999993,120.92100000000005,115.95399999999995,123.85900000000015,123.25,128.98399999999992,125.4380000000001,112.5,116.85899999999992,105.46900000000005,90.75,93.875,87.46900000000005,80.3119999999999,80.36000000000013,69.20299999999997,71.01499999999987,72.75,63.71900000000005,75.92200000000003,66.59400000000005,67.125,65.09299999999985,77.67200000000003,68.98500000000013,70.6869999999999,5934.093999999999,27.216623328575068,16
1.878278372248849,45.593999999999994,47.531000000000006,49.81200000000001,56.218999999999994,59.14099999999996,66.81200000000001,70.98500000000001,80.35900000000004,102.20299999999997,110.42200000000003,118.59399999999994,120.70299999999997,121.79700000000003,121.82799999999997,119.95299999999997,131.9530000000002,120.4849999999999,106.45299999999997,106.34299999999985,98.40700000000015,92.82799999999997,86.53099999999995,79.20299999999997,81.3130000000001,78.5619999999999,70.78099999999995,61.891000000000076,73.76600000000008,64.76499999999987,66.0,67.48500000000013,77.01499999999987,66.375,68.4380000000001,70.01499999999987,6436.0470000000005,27.109128365227534,17
1.8675697161520206,46.25,48.375,50.53199999999998,53.23399999999998,55.547000000000025,63.09399999999994,71.32800000000009,75.81200000000001,97.03099999999995,116.31299999999999,119.26599999999996,114.35900000000015,107.0,128.48399999999992,119.53199999999993,123.20299999999997,120.15600000000018,105.5469999999998,98.46900000000005,97.65600000000018,92.25,85.79700000000003,78.76499999999987,70.86000000000013,80.10899999999992,69.73399999999992,61.09400000000005,72.79700000000003,63.891000000000076,65.26499999999987,77.86000000000013,67.4369999999999,65.28099999999995,66.76600000000008,80.53099999999995,6394.984999999999,27.09830821709798,18
1.8675892574453767,45.92199999999997,48.01500000000004,50.125,56.485000000000014,55.170999999999935,62.485000000000014,70.84400000000005,80.25,90.63999999999999,115.01599999999996,111.29699999999991,112.93700000000013,113.2349999999999,120.07799999999997,118.5780000000002,130.59399999999982,111.15600000000018,104.21899999999982,107.57799999999997,88.12500000000023,100.60899999999992,75.67200000000003,87.75,70.26600000000008,80.98399999999992,69.03099999999995,70.67200000000003,62.047000000000025,73.85899999999992,64.89100000000008,66.10899999999992,67.39100000000008,65.5619999999999,77.39100000000008,68.46900000000005,6951.343999999999,27.08611530692805,19
